UnityTS,LabID,ParticipantID,TrialID,Room,Instruction,Duration,Question,Answer
63780791379466,HfG,8,2,Version2BankTestbedWood,hfgLean,120,waitEstimation,55
63780791386782,HfG,8,2,Version2BankTestbedWood,hfgLean,120,timePass,68
63780791392689,HfG,8,2,Version2BankTestbedWood,hfgLean,120,comfort,36
63780791400375,HfG,8,2,Version2BankTestbedWood,hfgLean,120,relax,43
63780791405428,HfG,8,2,Version2BankTestbedWood,hfgLean,120,tired,66
63780791411880,HfG,8,2,Version2BankTestbedWood,hfgLean,120,valence,4
63780791420511,HfG,8,2,Version2BankTestbedWood,hfgLean,120,arousal,2
63780791427975,HfG,8,2,Version2BankTestbedWood,hfgLean,120,thinkPast,65
63780791432340,HfG,8,2,Version2BankTestbedWood,hfgLean,120,thinkPresent,82
63780791435872,HfG,8,2,Version2BankTestbedWood,hfgLean,120,thinkFuture,64
63780791442736,HfG,8,2,Version2BankTestbedWood,hfgLean,120,experienceBody,65
63780791449934,HfG,8,2,Version2BankTestbedWood,hfgLean,120,experienceSpace,67
63780791457804,HfG,8,2,Version2BankTestbedWood,hfgLean,120,thinkTime,64
