UnityTS,LabID,ParticipantID,TrialID,Room,Instruction,Duration,Question,Answer
63785981109484,SGL,18,22,Version8warmesLicht,sglSit,90,waitEstimation,84
63785981114042,SGL,18,22,Version8warmesLicht,sglSit,90,timePass,45
63785981116231,SGL,18,22,Version8warmesLicht,sglSit,90,comfort,76
63785981119320,SGL,18,22,Version8warmesLicht,sglSit,90,relax,100
63785981120833,SGL,18,22,Version8warmesLicht,sglSit,90,tired,32
63785981122218,SGL,18,22,Version8warmesLicht,sglSit,90,valence,3
63785981123580,SGL,18,22,Version8warmesLicht,sglSit,90,arousal,1
63785981127657,SGL,18,22,Version8warmesLicht,sglSit,90,thinkPast,1
63785981129858,SGL,18,22,Version8warmesLicht,sglSit,90,thinkPresent,14
63785981131868,SGL,18,22,Version8warmesLicht,sglSit,90,thinkFuture,63
63785981134706,SGL,18,22,Version8warmesLicht,sglSit,90,experienceBody,1
63785981138370,SGL,18,22,Version8warmesLicht,sglSit,90,experienceSpace,17
63785981141653,SGL,18,22,Version8warmesLicht,sglSit,90,thinkTime,11
