UnityTS,LabID,ParticipantID,TrialID,Room,Instruction,Duration,Question,Answer
63786147663311,SGL,21,23,Version9kaltesLicht,sglSit,120,waitEstimation,83
63786147665745,SGL,21,23,Version9kaltesLicht,sglSit,120,timePass,20
63786147667264,SGL,21,23,Version9kaltesLicht,sglSit,120,comfort,24
63786147669400,SGL,21,23,Version9kaltesLicht,sglSit,120,relax,20
63786147671758,SGL,21,23,Version9kaltesLicht,sglSit,120,tired,19
63786147674413,SGL,21,23,Version9kaltesLicht,sglSit,120,valence,2
63786147676356,SGL,21,23,Version9kaltesLicht,sglSit,120,arousal,2
63786147678066,SGL,21,23,Version9kaltesLicht,sglSit,120,thinkPast,27
63786147679975,SGL,21,23,Version9kaltesLicht,sglSit,120,thinkPresent,81
63786147681976,SGL,21,23,Version9kaltesLicht,sglSit,120,thinkFuture,73
63786147684879,SGL,21,23,Version9kaltesLicht,sglSit,120,experienceBody,18
63786147687135,SGL,21,23,Version9kaltesLicht,sglSit,120,experienceSpace,13
63786147690118,SGL,21,23,Version9kaltesLicht,sglSit,120,thinkTime,1
