UnityTS,LabID,ParticipantID,TrialID,Room,Instruction,Duration,Question,Answer
63786143622006,SGL,21,2,Version9kaltesLicht,sglStand,120,waitEstimation,171
63786143626743,SGL,21,2,Version9kaltesLicht,sglStand,120,timePass,1
63786143630828,SGL,21,2,Version9kaltesLicht,sglStand,120,comfort,16
63786143636875,SGL,21,2,Version9kaltesLicht,sglStand,120,relax,19
63786143642125,SGL,21,2,Version9kaltesLicht,sglStand,120,tired,9
63786143646301,SGL,21,2,Version9kaltesLicht,sglStand,120,valence,1
63786143655328,SGL,21,2,Version9kaltesLicht,sglStand,120,arousal,1
63786143659103,SGL,21,2,Version9kaltesLicht,sglStand,120,thinkPast,1
63786143666341,SGL,21,2,Version9kaltesLicht,sglStand,120,thinkPresent,92
63786143672362,SGL,21,2,Version9kaltesLicht,sglStand,120,thinkFuture,1
63786143679935,SGL,21,2,Version9kaltesLicht,sglStand,120,experienceBody,24
63786143683896,SGL,21,2,Version9kaltesLicht,sglStand,120,experienceSpace,62
63786143688747,SGL,21,2,Version9kaltesLicht,sglStand,120,thinkTime,4
