UnityTS,LabID,ParticipantID,TrialID,Room,Instruction,Duration,Question,Answer
63781144745328,HfG,15,15,Version1BankTestbedMesh,hfgSit,75,waitEstimation,43
63781144755674,HfG,15,15,Version1BankTestbedMesh,hfgSit,75,timePass,59
63781144760738,HfG,15,15,Version1BankTestbedMesh,hfgSit,75,comfort,36
63781144766691,HfG,15,15,Version1BankTestbedMesh,hfgSit,75,relax,61
63781144772988,HfG,15,15,Version1BankTestbedMesh,hfgSit,75,tired,73
63781144775987,HfG,15,15,Version1BankTestbedMesh,hfgSit,75,valence,3
63781144778231,HfG,15,15,Version1BankTestbedMesh,hfgSit,75,arousal,2
63781144783929,HfG,15,15,Version1BankTestbedMesh,hfgSit,75,thinkPast,65
63781144790904,HfG,15,15,Version1BankTestbedMesh,hfgSit,75,thinkPresent,43
63781144794979,HfG,15,15,Version1BankTestbedMesh,hfgSit,75,thinkFuture,65
63781144800000,HfG,15,15,Version1BankTestbedMesh,hfgSit,75,experienceBody,63
63781144807375,HfG,15,15,Version1BankTestbedMesh,hfgSit,75,experienceSpace,60
63781144811618,HfG,15,15,Version1BankTestbedMesh,hfgSit,75,thinkTime,28
