UnityTS,LabID,ParticipantID,TrialID,Room,Instruction,Duration,Question,Answer
63781128449423,HfG,14,15,Version2BankTestbedWood,hfgLean,90,waitEstimation,87
63781128452421,HfG,14,15,Version2BankTestbedWood,hfgLean,90,timePass,74
63781128455165,HfG,14,15,Version2BankTestbedWood,hfgLean,90,comfort,89
63781128458086,HfG,14,15,Version2BankTestbedWood,hfgLean,90,relax,72
63781128462895,HfG,14,15,Version2BankTestbedWood,hfgLean,90,tired,68
63781128465438,HfG,14,15,Version2BankTestbedWood,hfgLean,90,valence,4
63781128468748,HfG,14,15,Version2BankTestbedWood,hfgLean,90,arousal,1
63781128472658,HfG,14,15,Version2BankTestbedWood,hfgLean,90,thinkPast,1
63781128475347,HfG,14,15,Version2BankTestbedWood,hfgLean,90,thinkPresent,86
63781128477056,HfG,14,15,Version2BankTestbedWood,hfgLean,90,thinkFuture,17
63781128480799,HfG,14,15,Version2BankTestbedWood,hfgLean,90,experienceBody,85
63781128484686,HfG,14,15,Version2BankTestbedWood,hfgLean,90,experienceSpace,33
63781128488391,HfG,14,15,Version2BankTestbedWood,hfgLean,90,thinkTime,14
