UnityTS,LabID,ParticipantID,TrialID,Room,Instruction,Duration,Question,Answer
63780026685573,SGL,2,20,Version8warmesLicht,sglSit,75,waitEstimation,89
63780026689283,SGL,2,20,Version8warmesLicht,sglSit,75,timePass,29
63780026692576,SGL,2,20,Version8warmesLicht,sglSit,75,comfort,88
63780026695135,SGL,2,20,Version8warmesLicht,sglSit,75,relax,77
63780026697637,SGL,2,20,Version8warmesLicht,sglSit,75,tired,16
63780026700982,SGL,2,20,Version8warmesLicht,sglSit,75,valence,3
63780026702787,SGL,2,20,Version8warmesLicht,sglSit,75,arousal,1
63780026705859,SGL,2,20,Version8warmesLicht,sglSit,75,thinkPast,1
63780026707693,SGL,2,20,Version8warmesLicht,sglSit,75,thinkPresent,92
63780026709924,SGL,2,20,Version8warmesLicht,sglSit,75,thinkFuture,1
63780026712124,SGL,2,20,Version8warmesLicht,sglSit,75,experienceBody,1
63780026714626,SGL,2,20,Version8warmesLicht,sglSit,75,experienceSpace,30
63780026717553,SGL,2,20,Version8warmesLicht,sglSit,75,thinkTime,16
