UnityTS,LabID,ParticipantID,TrialID,Room,Instruction,Duration,Question,Answer
63780023454391,SGL,2,7,Version8warmesLicht,sglSit,60,waitEstimation,60
63780023459082,SGL,2,7,Version8warmesLicht,sglSit,60,timePass,84
63780023464054,SGL,2,7,Version8warmesLicht,sglSit,60,comfort,70
63780023468332,SGL,2,7,Version8warmesLicht,sglSit,60,relax,70
63780023473146,SGL,2,7,Version8warmesLicht,sglSit,60,tired,37
63780023477008,SGL,2,7,Version8warmesLicht,sglSit,60,valence,5
63780023479947,SGL,2,7,Version8warmesLicht,sglSit,60,arousal,1
63780023483532,SGL,2,7,Version8warmesLicht,sglSit,60,thinkPast,1
63780023486683,SGL,2,7,Version8warmesLicht,sglSit,60,thinkPresent,97
63780023489799,SGL,2,7,Version8warmesLicht,sglSit,60,thinkFuture,1
63780023494033,SGL,2,7,Version8warmesLicht,sglSit,60,experienceBody,11
63780023497952,SGL,2,7,Version8warmesLicht,sglSit,60,experienceSpace,69
63780023508219,SGL,2,7,Version8warmesLicht,sglSit,60,thinkTime,42
