UnityTS,LabID,ParticipantID,TrialID,Room,Instruction,Duration,Question,Answer
63780026348654,SGL,2,18,Version9kaltesLicht,sglStand,75,waitEstimation,83
63780026353465,SGL,2,18,Version9kaltesLicht,sglStand,75,timePass,61
63780026359031,SGL,2,18,Version9kaltesLicht,sglStand,75,comfort,65
63780026361847,SGL,2,18,Version9kaltesLicht,sglStand,75,relax,19
63780026366794,SGL,2,18,Version9kaltesLicht,sglStand,75,tired,55
63780026369766,SGL,2,18,Version9kaltesLicht,sglStand,75,valence,3
63780026371596,SGL,2,18,Version9kaltesLicht,sglStand,75,arousal,1
63780026374189,SGL,2,18,Version9kaltesLicht,sglStand,75,thinkPast,1
63780026376490,SGL,2,18,Version9kaltesLicht,sglStand,75,thinkPresent,100
63780026378211,SGL,2,18,Version9kaltesLicht,sglStand,75,thinkFuture,1
63780026381807,SGL,2,18,Version9kaltesLicht,sglStand,75,experienceBody,1
63780026385038,SGL,2,18,Version9kaltesLicht,sglStand,75,experienceSpace,1
63780026388520,SGL,2,18,Version9kaltesLicht,sglStand,75,thinkTime,1
