UnityTS,LabID,ParticipantID,TrialID,Room,Instruction,Duration,Question,Answer
63780708406786,HfG,8,0,Version1BankTestbedMesh,hfgSit,90,waitEstimation,92
63780708417074,HfG,8,0,Version1BankTestbedMesh,hfgSit,90,timePass,32
63780708426492,HfG,8,0,Version1BankTestbedMesh,hfgSit,90,comfort,73
63780708437788,HfG,8,0,Version1BankTestbedMesh,hfgSit,90,relax,75
63780708445473,HfG,8,0,Version1BankTestbedMesh,hfgSit,90,tired,67
63780708462723,HfG,8,0,Version1BankTestbedMesh,hfgSit,90,valence,4
63780708483714,HfG,8,0,Version1BankTestbedMesh,hfgSit,90,arousal,1
63780708492176,HfG,8,0,Version1BankTestbedMesh,hfgSit,90,thinkPast,1
63780708501249,HfG,8,0,Version1BankTestbedMesh,hfgSit,90,thinkPresent,74
63780708509814,HfG,8,0,Version1BankTestbedMesh,hfgSit,90,thinkFuture,75
63780708517501,HfG,8,0,Version1BankTestbedMesh,hfgSit,90,experienceBody,90
63780708524941,HfG,8,0,Version1BankTestbedMesh,hfgSit,90,experienceSpace,91
63780708531927,HfG,8,0,Version1BankTestbedMesh,hfgSit,90,thinkTime,68
