UnityTS,LabID,ParticipantID,TrialID,Room,Instruction,Duration,Question,Answer
63780710450687,HfG,8,7,Version2BankTestbedWood,hfgLean,75,waitEstimation,70
63780710459794,HfG,8,7,Version2BankTestbedWood,hfgLean,75,timePass,35
63780710463204,HfG,8,7,Version2BankTestbedWood,hfgLean,75,comfort,10
63780710467925,HfG,8,7,Version2BankTestbedWood,hfgLean,75,relax,30
63780710473345,HfG,8,7,Version2BankTestbedWood,hfgLean,75,tired,25
63780710476821,HfG,8,7,Version2BankTestbedWood,hfgLean,75,valence,2
63780710479065,HfG,8,7,Version2BankTestbedWood,hfgLean,75,arousal,2
63780710486706,HfG,8,7,Version2BankTestbedWood,hfgLean,75,thinkPast,1
63780710489627,HfG,8,7,Version2BankTestbedWood,hfgLean,75,thinkPresent,100
63780710492381,HfG,8,7,Version2BankTestbedWood,hfgLean,75,thinkFuture,1
63780710502888,HfG,8,7,Version2BankTestbedWood,hfgLean,75,experienceBody,84
63780710509075,HfG,8,7,Version2BankTestbedWood,hfgLean,75,experienceSpace,69
63780710511941,HfG,8,7,Version2BankTestbedWood,hfgLean,75,thinkTime,77
