UnityTS,LabID,ParticipantID,TrialID,Room,Instruction,Duration,Question,Answer
63780712298820,HfG,8,15,Version2BankTestbedWood,hfgLean,120,waitEstimation,70
63780712302192,HfG,8,15,Version2BankTestbedWood,hfgLean,120,timePass,28
63780712305506,HfG,8,15,Version2BankTestbedWood,hfgLean,120,comfort,50
63780712310559,HfG,8,15,Version2BankTestbedWood,hfgLean,120,relax,32
63780712314225,HfG,8,15,Version2BankTestbedWood,hfgLean,120,tired,39
63780712318024,HfG,8,15,Version2BankTestbedWood,hfgLean,120,valence,3
63780712320423,HfG,8,15,Version2BankTestbedWood,hfgLean,120,arousal,2
63780712328152,HfG,8,15,Version2BankTestbedWood,hfgLean,120,thinkPast,27
63780712331152,HfG,8,15,Version2BankTestbedWood,hfgLean,120,thinkPresent,75
63780712333117,HfG,8,15,Version2BankTestbedWood,hfgLean,120,thinkFuture,29
63780712336967,HfG,8,15,Version2BankTestbedWood,hfgLean,120,experienceBody,74
63780712342902,HfG,8,15,Version2BankTestbedWood,hfgLean,120,experienceSpace,14
63780712346257,HfG,8,15,Version2BankTestbedWood,hfgLean,120,thinkTime,81
